epoch,train_loss,selection_split,selection_acc,selection_auc,selection_auprc,selection_f1,selection_precision,selection_recall,selection_specificity,selection_threshold,best_so_far,best_epoch_so_far,elapsed_sec
1,0.6765212635604703,valid,0.46593915343915343,0.5919579858459705,0.5500831420312035,0.6295021793989447,0.46024823884602484,0.9956458635703919,0.022478736330498177,0.35,1,1,9.397335767745972
2,0.6061490105122936,valid,0.6633597883597884,0.7331398455507216,0.7184845634244742,0.6662295081967213,0.6076555023923444,0.737300435413643,0.6014580801944107,0.42500000000000004,1,2,6.79555082321167
3,0.5714606484588312,valid,0.6435185185185185,0.7486222482439727,0.735334141413129,0.677052127022169,0.576530612244898,0.8200290275761973,0.4957472660996355,0.4,1,3,6.589215993881226
4,0.5169717833703878,valid,0.7817460317460317,0.8503646964008276,0.8259133368595409,0.7727272727272727,0.7352555701179554,0.8142235123367199,0.7545565006075334,0.225,1,4,6.702728748321533
5,0.4474919870191691,valid,0.7906746031746031,0.8628222175586857,0.8485009456030317,0.7775043936731107,0.7539195637355146,0.8026124818577649,0.7806804374240583,0.17500000000000002,1,5,6.880061149597168
6,0.42012807544396846,valid,0.8111772486772487,0.8807845734127858,0.8653314070131636,0.7948257276320517,0.7871886120996441,0.8026124818577649,0.8183475091130012,0.6,1,6,6.921585321426392
7,0.4113330980952905,valid,0.8065476190476191,0.8693432819501734,0.843794154744482,0.7888848791050163,0.7846374730796841,0.793178519593614,0.8177399756986634,0.6,0,6,6.762363910675049
8,0.39044492342034165,valid,0.8187830687830688,0.8916315578779185,0.8721788741065305,0.8107734806629834,0.7733860342555995,0.8519593613933236,0.7910085054678008,0.15000000000000002,1,8,7.125876426696777
9,0.39149612674907763,valid,0.7572751322751323,0.8500283045320758,0.8206631294322297,0.7587113740959894,0.6935096153846154,0.8374455732946299,0.6901579586877278,0.30000000000000004,0,8,6.837562799453735
10,0.3769505139516324,valid,0.8131613756613757,0.8869048773734803,0.862380288917768,0.8053737512917671,0.7665573770491804,0.8483309143686503,0.7837181044957473,0.1,0,8,6.771128416061401
11,0.35025910516174474,valid,0.8273809523809523,0.8983210386440631,0.8756574132474964,0.8183716075156576,0.786096256684492,0.8534107402031931,0.8055893074119077,0.325,1,11,7.4206342697143555
12,0.35381817270298394,valid,0.8181216931216931,0.8870812295982521,0.8619255945884051,0.8074229691876751,0.7801082543978349,0.8367198838896952,0.8025516403402188,0.30000000000000004,0,11,6.29546594619751
13,0.34480843799454824,valid,0.7959656084656085,0.8822333069392836,0.8558008412593974,0.7932998324958124,0.7367766023646546,0.8592162554426706,0.7430133657351154,0.35,0,11,5.932570934295654
14,0.33927936882388837,valid,0.8091931216931217,0.8903649080234972,0.86450069900582,0.8081143997339542,0.7458563535911602,0.8817126269956459,0.7484811664641555,0.275,0,11,5.800184488296509
15,0.32808846174454204,valid,0.8346560846560847,0.8992442425407419,0.8768387503914525,0.8202731847591661,0.8126780626780626,0.8280116110304789,0.8402187120291617,0.25,1,15,6.286335706710815
16,0.3182508002738563,valid,0.8386243386243386,0.9048769325999431,0.8845198592237002,0.8265813788201848,0.8098885793871866,0.8439767779390421,0.8341433778857837,0.30000000000000004,1,16,6.387691259384155
17,0.30989837251147445,valid,0.832010582010582,0.896111786148238,0.8757674967232063,0.812822402358143,0.8255988023952096,0.8004354136429608,0.8584447144592953,0.6,0,16,5.689337968826294
18,0.3089176066675965,valid,0.8382936507936508,0.8999099721892542,0.885182577812702,0.8219876228613032,0.8246895544192842,0.8193033381712627,0.8541919805589308,0.275,0,16,6.86750340461731
19,0.3040316104888916,valid,0.832010582010582,0.9037729676728737,0.8818521254808909,0.8249483115093039,0.7854330708661418,0.8686502177068215,0.8013365735115431,0.35,0,16,5.738887071609497
20,0.303137119631378,valid,0.8091931216931217,0.8856170652520867,0.871428074151941,0.8013769363166954,0.762278978388998,0.8447024673439768,0.7794653705953828,0.15000000000000002,0,16,5.7741804122924805
21,0.29571298372988797,valid,0.8425925925925926,0.9058287937331473,0.8852590101676698,0.8282828282828283,0.8235294117647058,0.8330914368650217,0.850546780072904,0.5750000000000001,1,21,8.267066717147827
22,0.2952409182884255,valid,0.8161375661375662,0.8910421005666198,0.867985604874679,0.8094585332419465,0.7668831168831168,0.8570391872278664,0.7818955042527339,0.15000000000000002,0,21,6.440968751907349
23,0.2878334181649344,valid,0.8065476190476191,0.8878285221507212,0.8749905041895403,0.8033613445378152,0.7482780212899186,0.8671988388969522,0.755771567436209,0.1,0,21,6.421777725219727
24,0.2869869762537431,valid,0.8131613756613757,0.8947212488559149,0.8756139058388892,0.8093148835639554,0.7564668769716089,0.8701015965166908,0.7654921020656136,0.42500000000000004,0,21,6.457511901855469
25,0.2763702270327782,valid,0.8379629629629629,0.8996242815851244,0.8817732063980128,0.8212983223924143,0.8255131964809385,0.8171262699564587,0.8554070473876063,0.275,0,21,6.506710767745972
26,0.27698157241149823,valid,0.8296957671957672,0.9028400644038324,0.8845071528240008,0.8162682839814485,0.8028070175438596,0.8301886792452831,0.8292831105710814,0.275,0,21,6.449018239974976
27,0.2764353925476269,valid,0.8101851851851852,0.8818382779557956,0.8662988071916206,0.7932276657060519,0.7875536480686696,0.7989840348330914,0.8195625759416768,0.225,0,21,6.416295766830444
28,0.2702326111647548,valid,0.7972883597883598,0.8847432399783439,0.8613271155004574,0.8002606712284132,0.7261975162625666,0.8911465892597968,0.7187120291616039,0.125,0,21,6.46670389175415
29,0.27225388951447543,valid,0.7870370370370371,0.8726842748484694,0.8556421502134333,0.786046511627907,0.7248774509803921,0.8584905660377359,0.727217496962333,0.15000000000000002,0,21,6.486027240753174
30,0.2672115260240983,valid,0.8346560846560847,0.9109652727198979,0.8896584104397078,0.8240675580577058,0.799863387978142,0.8497822931785196,0.8219927095990279,0.35,0,21,6.544185161590576
31,0.26130794627325876,valid,0.8148148148148148,0.8742745310353462,0.8608727781326373,0.7947214076246334,0.802962962962963,0.7866473149492017,0.8383961117861483,0.45000000000000007,0,21,6.58099365234375
32,0.25574798790776,valid,0.8273809523809523,0.9012220327415541,0.8854347561438006,0.8168421052631579,0.7907608695652174,0.8447024673439768,0.8128797083839611,0.325,0,21,6.594143867492676
33,0.2718065557431202,valid,0.8287037037037037,0.90719177599035,0.8883110294721275,0.8251181634031061,0.7714646464646465,0.8867924528301887,0.7800729040097205,0.25,0,21,6.564697980880737
34,0.2534266269328643,valid,0.8065476190476191,0.8746303216488227,0.8579011197866488,0.7956688787984632,0.767003367003367,0.8265602322206096,0.7897934386391251,0.225,0,21,6.631681203842163
35,0.2540598052496813,valid,0.8244047619047619,0.9013534151490088,0.8863298939086262,0.8172117039586919,0.7773411918795023,0.8613933236574746,0.7934386391251519,0.17500000000000002,0,21,6.505638837814331
36,0.2513217655371647,valid,0.8267195767195767,0.8961113452676762,0.8823498128373329,0.8119167264895908,0.8032670454545454,0.8207547169811321,0.8317132442284325,0.30000000000000004,0,21,6.361157417297363
37,0.24803232781741083,valid,0.8343253968253969,0.906715845423748,0.8908282205004268,0.8248864033554701,0.7956844234659474,0.8563134978229318,0.81591737545565,0.325,0,21,6.361095666885376
38,0.2523461790109167,valid,0.8293650793650794,0.9065214170959375,0.8892583250966586,0.822680412371134,0.7813315926892951,0.8686502177068215,0.7964763061968408,0.42500000000000004,0,21,6.429447650909424
39,0.2459568159312618,valid,0.8204365079365079,0.8994836406858692,0.8800319203427077,0.8159945781091156,0.7654164017800381,0.8737300435413643,0.775820170109356,0.225,0,21,6.3427958488464355
40,0.24711259317641354,valid,0.8343253968253969,0.8985723405643623,0.8813128651048924,0.8169528681037632,0.8226637233259749,0.8113207547169812,0.8535844471445929,0.35,0,21,6.405141592025757
41,0.24025857874325343,valid,0.830026455026455,0.9092998463972122,0.8871158519753023,0.8257627118644068,0.7748091603053435,0.8838896952104499,0.7849331713244229,0.225,0,21,6.400757074356079
42,0.24255849481845387,valid,0.8098544973544973,0.8956863364059768,0.8771149624601191,0.8039549948857825,0.7581993569131833,0.8555878084179971,0.7715674362089915,0.5,0,21,6.463637113571167
43,0.23692489096096583,valid,0.8214285714285714,0.902941907813638,0.8851614032288756,0.8098591549295775,0.786593707250342,0.8345428156748912,0.81044957472661,0.17500000000000002,0,21,6.544208765029907
44,0.23836676837230214,valid,0.8167989417989417,0.8888632688295679,0.8716165727892289,0.7976625273922571,0.8029411764705883,0.7924528301886793,0.8371810449574727,0.4,0,21,6.452739477157593
45,0.23158025194187554,valid,0.8267195767195767,0.9084136764677354,0.8944061167299827,0.8223728813559322,0.7716284987277354,0.8802612481857764,0.7818955042527339,0.275,0,21,6.368223667144775
46,0.2359067083013301,valid,0.8326719576719577,0.9128290952954515,0.8981840196576172,0.8293998651382333,0.77455919395466,0.8925979680696662,0.7825030376670717,0.35,1,46,7.042011737823486
47,0.23074249801587085,valid,0.8197751322751323,0.904772884787328,0.8881095363079715,0.8186356073211315,0.7559926244622004,0.8925979680696662,0.758809234507898,0.325,0,46,6.6105523109436035
48,0.2274708163981535,valid,0.8293650793650794,0.9068935202902053,0.8877766876164851,0.8200836820083682,0.789261744966443,0.8534107402031931,0.8092345078979344,0.375,0,46,6.5528271198272705
49,0.23171720577746022,valid,0.8091931216931217,0.8969327057545495,0.8785965755816407,0.8101349128002633,0.741119807344973,0.8933236574746009,0.7387606318347509,0.2,0,46,6.3995280265808105
50,0.2242722441347278,valid,0.8184523809523809,0.9015213906431037,0.8835346102776218,0.8123076923076923,0.7679379444085327,0.8621190130624092,0.7818955042527339,0.45000000000000007,0,46,6.332946300506592
51,0.22240878915300175,valid,0.8277116402116402,0.9008292081608756,0.8829029895665557,0.8186564566655065,0.7866220735785954,0.8534107402031931,0.8061968408262454,0.30000000000000004,0,46,6.318556308746338
52,0.2240021645414586,valid,0.8323412698412699,0.9071276278685894,0.8888782801760591,0.8182144137683758,0.8086463501063076,0.8280116110304789,0.8359659781287971,0.5,0,46,6.315826892852783
53,0.2197454282823874,valid,0.8181216931216931,0.889716813597462,0.8639610690313597,0.8038516405135521,0.7903225806451613,0.8178519593613933,0.8183475091130012,0.275,0,46,6.351726055145264
54,0.22245346313836623,valid,0.8356481481481481,0.9122365518202196,0.8935614344045248,0.8268895855102751,0.7950435365036839,0.8613933236574746,0.8140947752126367,0.30000000000000004,0,46,6.311236381530762
55,0.22216837138545756,valid,0.7946428571428571,0.8709419148677271,0.8560045124102705,0.782791185729276,0.7555705604321404,0.8120464441219158,0.7800729040097205,0.125,0,46,6.4105165004730225
56,0.2100751463856016,valid,0.8412698412698413,0.912659797159671,0.8973272132514671,0.8282032927702219,0.817090395480226,0.839622641509434,0.8426488456865128,0.45000000000000007,0,46,6.333319187164307
57,0.21011122483379988,valid,0.7926587301587301,0.8694221995707587,0.8567674540809195,0.7786798446876103,0.7580756013745704,0.8004354136429608,0.7861482381530984,0.325,0,46,6.345630884170532
58,0.20859059478555406,valid,0.8336640211640212,0.9056343654053369,0.8858274706627559,0.8220728687654758,0.8019323671497585,0.8432510885341074,0.8256379100850547,0.30000000000000004,0,46,6.300158500671387
59,0.21992925143971734,valid,0.8177910052910053,0.9022395850784857,0.8801511773356497,0.8155339805825242,0.7569919204474829,0.8838896952104499,0.7624544349939246,0.1,0,46,6.34002423286438
60,0.2102330877464645,valid,0.8290343915343915,0.9059562082155447,0.8891237375036225,0.819672131147541,0.7891202149093351,0.8526850507982583,0.8092345078979344,0.325,0,46,6.331527233123779
61,0.2070942831282713,valid,0.816468253968254,0.8914005364634678,0.87965312697915,0.8084225060407317,0.7709019091507571,0.8497822931785196,0.7885783718104495,0.125,0,46,6.366454601287842
62,0.20641450158187322,valid,0.8283730158730159,0.908131512908101,0.8932490435220176,0.8214654282765738,0.7809025506867233,0.8664731494920174,0.7964763061968408,0.25,0,46,6.334025621414185
