epoch,train_loss,valid_macro_f1,valid_macro_auc,valid_macro_auprc,best_epoch,elapsed_sec
1,0.6604179570345374,0.6751754938206851,0.629737797344791,0.5911577748087047,1,36.752198457717896
2,0.5977274974187216,0.7661310899159273,0.8203535790126686,0.8020937818957066,2,29.636974811553955
3,0.45478040682591075,0.8057238367251202,0.8756862711698365,0.8671777172860011,3,29.40458846092224
4,0.42060349990681906,0.7969476977294302,0.8669992307412158,0.8642279802285837,3,29.402350425720215
5,0.4064727096053643,0.8243269876791535,0.8968146413307765,0.8919809994614502,5,29.619755029678345
6,0.39265477245416097,0.7897301883621426,0.8749609402983931,0.8697317755049596,5,29.494457960128784
7,0.38125159028099803,0.8216974982835263,0.8906001704767282,0.8838727116304402,5,29.54988980293274
8,0.3688032961473232,0.8267784444363941,0.9000592908508341,0.8944165513474203,8,29.61873149871826
9,0.3653236777801824,0.7731371592940379,0.8410968542210105,0.8519079413401226,8,29.72717571258545
10,0.36274365499252226,0.8327179958824957,0.9077154332978365,0.902765132493965,10,29.600253343582153
11,0.3584724600479855,0.8141575871618887,0.8834831975429421,0.8746724537570959,10,29.699254512786865
12,0.3426034767937854,0.81696184240019,0.8892193330315946,0.8843664580520048,10,29.666799068450928
13,0.3494733724652267,0.8148215293688765,0.8848643273359391,0.8804357643611733,10,29.695087671279907
14,0.34067413598541324,0.8338495586289683,0.9042370800658619,0.8980894976771594,14,29.826213359832764
15,0.3322627641321198,0.8271328220832674,0.9003652582269454,0.8967573391951507,14,29.584994077682495
16,0.3256631185853384,0.8360051452676509,0.9059953743441047,0.9019107564940045,16,30.71396017074585
17,0.32122474375779064,0.8193995296081373,0.8902602270171739,0.888363896741917,16,29.61391043663025
18,0.3175597763885327,0.8180151328019845,0.8873251880239462,0.8835450957117661,16,29.721658945083618
19,0.3094754087004235,0.8268840827568067,0.8970861458733759,0.8939079574427061,16,29.584660291671753
20,0.31196450896379424,0.8165413843285843,0.88446826925108,0.8791953231366063,16,29.568488121032715
21,0.30554748247794017,0.8262616896578809,0.8971705147478443,0.8919005328494036,16,29.58818507194519
22,0.3033530972595137,0.824617905373024,0.8971483265147001,0.896103310247922,16,29.607462167739868
23,0.2999198742029143,0.8346699450161358,0.9044084508573473,0.9008779483244111,16,29.623314142227173
24,0.29951766096964116,0.801796523697498,0.8645349240565938,0.8701975460468456,16,29.575286149978638
25,0.2996515876393977,0.8243913035431077,0.8955172758786826,0.895308497320371,16,29.312729597091675
26,0.29274261106805105,0.8097118242849415,0.8773981862130554,0.873552728198501,16,29.60904335975647
