epoch,train_loss,selection_split,selection_acc,selection_auc,selection_auprc,selection_f1,selection_precision,selection_recall,selection_specificity,selection_threshold,best_so_far,best_epoch_so_far,elapsed_sec
1,0.6477435778598396,valid,0.5859788359788359,0.6786536213047596,0.6288152788928094,0.6700052714812862,0.5260761589403974,0.9223512336719883,0.3043742405832321,0.30000000000000004,1,1,7.346061706542969
2,0.6302211041353187,valid,0.5958994708994709,0.6892259371798106,0.6392490731127412,0.676033934252386,0.5325814536340853,0.9252539912917271,0.3201701093560146,0.275,1,2,2.1588497161865234
3,0.6285190399812193,valid,0.6044973544973545,0.6923456080360182,0.6361167089367317,0.678494623655914,0.5388556789069172,0.9158200290275762,0.34386391251518833,0.325,1,3,2.13177752494812
4,0.6251914136263789,valid,0.6200396825396826,0.6922285542468261,0.6267071776611806,0.6821576763485477,0.551184622261958,0.8947750362844702,0.39003645200486026,0.35,1,4,2.131415843963623
5,0.6235452002408554,valid,0.593915343915344,0.6964643142455564,0.6440320456186611,0.6770120988953182,0.530940594059406,0.9339622641509434,0.3092345078979344,0.325,0,4,2.0638492107391357
6,0.6217607855796814,valid,0.5972222222222222,0.6943251617590781,0.6343816160023883,0.6824817518248175,0.532546786004882,0.9499274310595065,0.3019441069258809,0.325,1,6,2.08504056930542
7,0.620735163591346,valid,0.5922619047619048,0.6953012713231883,0.6275114167786406,0.6821345707656613,0.5289884046381448,0.9600870827285921,0.284325637910085,0.25,0,6,2.060774326324463
8,0.6147089381607211,valid,0.5998677248677249,0.7105361195809167,0.6436357636700127,0.672972972972973,0.5361757105943152,0.9034833091436865,0.3456865127582017,0.375,0,6,2.0638539791107178
9,0.6123055365620828,valid,0.583994708994709,0.6893070592032053,0.6277292012371961,0.6650692225772098,0.5252312867956266,0.9063860667634253,0.3140947752126367,0.35,0,6,2.0603294372558594
10,0.6028320278440203,valid,0.6180555555555556,0.7241123751646689,0.6600172939790696,0.6890982503364738,0.5477107402652974,0.9288824383164006,0.3578371810449575,0.375,1,10,2.088075876235962
11,0.5944257865146715,valid,0.6058201058201058,0.7108537740257863,0.633747194919368,0.6874672260094389,0.5381773399014779,0.951378809869376,0.31652490886998785,0.42500000000000004,0,10,2.0600061416625977
12,0.5886886168499382,valid,0.6309523809523809,0.7334583817567151,0.6594848601670319,0.6847457627118644,0.5605920444033302,0.8795355587808418,0.42284325637910086,0.45000000000000007,0,10,2.0586342811584473
13,0.5825833751230823,valid,0.6656746031746031,0.7424613832715806,0.6636567153952624,0.7080565983251516,0.5880095923261391,0.8896952104499274,0.4781287970838396,0.42500000000000004,1,13,2.130854845046997
14,0.5818877293139088,valid,0.609457671957672,0.7508561900512656,0.6796013607385464,0.694279057727155,0.5396378269617707,0.9731494920174165,0.30498177399756987,0.275,0,13,2.062896966934204
15,0.5751305271168144,valid,0.6064814814814815,0.7371401753293818,0.6574518209070525,0.6905876235049402,0.5380875202593193,0.9637155297532656,0.30741190765492105,0.35,0,13,2.0524098873138428
16,0.5707455824832527,valid,0.6491402116402116,0.7648431258784545,0.6868018499270294,0.7095537914043252,0.5696703296703297,0.9404934687953556,0.405224787363305,0.475,1,16,2.0839242935180664
17,0.5772352096985798,valid,0.6455026455026455,0.7529706532262758,0.6787052611492093,0.7091698317959848,0.5662911611785095,0.9484760522496372,0.39185905224787365,0.45000000000000007,0,16,2.060537099838257
18,0.5713457951740343,valid,0.66005291005291,0.7644577962673287,0.6895711628213621,0.7067883628066173,0.5822368421052632,0.8991291727140783,0.4599027946537059,0.5,0,16,2.074709415435791
19,0.5681937616698596,valid,0.65244708994709,0.7722239073657033,0.6984253410118857,0.7116598079561043,0.572121746801941,0.9412191582002902,0.4106925880923451,0.4,1,19,2.077176809310913
20,0.5658757856913975,valid,0.6395502645502645,0.7557570183776653,0.6724933727645104,0.7052460789616009,0.5620689655172414,0.9462989840348331,0.3827460510328068,0.375,0,19,2.0803403854370117
21,0.5641915883336749,valid,0.6775793650793651,0.7731250672342856,0.7094616796594524,0.7124741964022412,0.6000993541977149,0.8766328011611031,0.5109356014580801,0.45000000000000007,1,21,2.1233646869659424
22,0.564170339886023,valid,0.689484126984127,0.7767206686570955,0.702167240487318,0.7191145677535148,0.611704834605598,0.872278664731495,0.5364520048602673,0.5,1,22,2.134716749191284
23,0.5639272648461011,valid,0.6352513227513228,0.7596156050556656,0.6784156582337073,0.703255313424805,0.5587858058999573,0.9484760522496372,0.3730255164034022,0.42500000000000004,0,22,2.060528516769409
24,0.561156092857828,valid,0.6878306878306878,0.7823072866975753,0.7148224723060074,0.7127206329884358,0.6137316561844863,0.8497822931785196,0.5522478736330498,0.475,0,22,2.067911148071289
